brand,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
BMW,2020,40000,Gasoline,Other,Blue,Black,None reported,Yes,53000
Subaru,2014,77000,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,30000
Mercedes-Benz,2019,19593,Gasoline,Automatic,Black,Black,None reported,No,159998
Mazda,2020,35902,Gasoline,Automatic,Deep Crystal Blue Mica,Black,None reported,No,22966
Hyundai,2013,800,Gasoline,Other,Black,Gray,None reported,Yes,9800
Bentley,2023,2600,Gasoline,Automatic,Beluga Black,Hotspur,None reported,Yes,239995
Land,2023,6204,Hybrid,Automatic,Eiger Grey,–,None reported,No,79998
Kia,2020,69185,Gasoline,Automatic,Ebony Black,Gray,None reported,No,37405
Maserati,2015,45000,Gasoline,Automatic,Black,Black,None reported,Yes,41900
BMW,2020,37426,Gasoline,Automatic,White,Black,None reported,No,39998
INFINITI,2011,137000,Gasoline,Other,Gray,Brown,At least 1 accident or damage reported,Yes,8500
Mazda,2016,85000,–,Automatic,Black,Black,At least 1 accident or damage reported,Yes,18500
Chevrolet,2023,4000,Gasoline,Automatic,Black,Red,At least 1 accident or damage reported,Yes,73900
Audi,2023,4648,Hybrid,Automatic,Mythos Black,Black,None reported,No,47598
Lexus,2018,52100,Gasoline,Automatic,White,Beige,None reported,Yes,38000
BMW,2014,50100,Gasoline,Automatic,Brown,Beige,None reported,Yes,10795
Alfa,2020,41000,Gasoline,Automatic,White,Black,None reported,Yes,32400
RAM,2021,70968,Gasoline,Automatic,Black,Black,None reported,Yes,34000
BMW,2015,26600,Gasoline,Automatic,White,–,None reported,Yes,53000
Tesla,2022,15443,Electric,Automatic,Red,Black,None reported,Yes,84500
Volvo,2018,95000,Gasoline,Automatic,White,Beige,None reported,Yes,18000
Subaru,2005,94000,Gasoline,Manual,Black,Blue,None reported,Yes,19500
BMW,2020,45076,Gasoline,Automatic,Blue,Black,None reported,No,57998
Cadillac,2014,110000,Gasoline,Automatic,Gold,Beige,None reported,Yes,11000
Land,2016,49083,Gasoline,Automatic,Indus Silver,Ebony,None reported,No,21590
Genesis,2017,63500,Gasoline,Other,Silver,Black,None reported,Yes,27500
Mercedes-Benz,2009,21500,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,18000
Land,2023,324,Gasoline,Automatic,Black,Blk,None reported,No,199998
Kia,2019,68166,Gasoline,Automatic,Ebony Black,Black,None reported,No,20818
Toyota,2018,53607,Gasoline,Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,No,31853
Mercedes-Benz,2019,16813,Diesel,Other,Gray,Black,None reported,No,45900
BMW,2020,18200,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,29500
Audi,2015,51000,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,102000
Audi,2018,16400,Gasoline,Automatic,Blue,Red,None reported,Yes,42800
Toyota,2022,7000,Hybrid,Automatic,Orange,–,None reported,Yes,75500
Audi,2022,8497,Gasoline,Automatic,Ibis White,Black,None reported,No,52900
Audi,2016,68000,Gasoline,Other,White,Black,At least 1 accident or damage reported,Yes,20000
Lamborghini,2022,2523,Gasoline,Manual,Bianco Icarus Metallic,Nero Ade,None reported,No,288900
BMW,2007,83000,Gasoline,Automatic,Black,Brown,None reported,Yes,8995
Audi,2018,25000,Gasoline,Automatic,Gray,Black,None reported,Yes,50000
Cadillac,2021,15689,Diesel,Automatic,Infrared Tintcoat,Jet Black,None reported,No,97952
BMW,2014,125450,Gasoline,Manual,Blue,Black,None reported,Yes,17200
Kia,2023,9822,Gasoline,Automatic,Midnight Black,Gray,None reported,No,50998
Chevrolet,2008,144000,Gasoline,Automatic,White,Gray,None reported,Yes,22000
GMC,2020,30900,Gasoline,Automatic,Summit White,Jet Black,None reported,Yes,27654
BMW,2021,2492,Gasoline,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,None reported,No,41598
Audi,2015,126760,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14000
Subaru,2017,100680,Gasoline,Automatic,Brown,–,None reported,Yes,20500
Mitsubishi,2001,90400,Gasoline,Automatic,Red,–,None reported,Yes,4495
Hyundai,2022,26895,Gasoline,Automatic,Quartz White,Black,None reported,No,29800
BMW,2018,20500,Gasoline,Automatic,Silver,Black,None reported,Yes,67000
Dodge,2011,134000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,10500
Ford,2015,84352,Plug-In Hybrid,Variator,Blue,Black,At least 1 accident or damage reported,Yes,10000
Toyota,2022,19000,Hybrid,Automatic,Orange,Black,None reported,Yes,71000
Land,2015,115550,Gasoline,Automatic,White,Black,None reported,Yes,17500
Lincoln,2009,191775,E85 Flex Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,9750
Ford,2023,923,Electric,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,None reported,No,46998
Mercedes-Benz,2017,124630,Diesel,Automatic,Black,Black,None reported,Yes,75000
Mercedes-Benz,2019,17000,Gasoline,Automatic,White,Brown,None reported,Yes,95000
BMW,2018,73500,Gasoline,Automatic,Black,Blue,None reported,Yes,32000
Acura,1998,120000,Gasoline,Automatic,Red,–,At least 1 accident or damage reported,Yes,5500
Audi,2019,73837,Gasoline,Automatic,Cobra Beige Metallic,Nougat Brown,None reported,Yes,36340
BMW,2014,29500,Gasoline,Other,Silver,Black,None reported,Yes,40999
Volkswagen,2021,13613,Gasoline,Automatic,Pure White,Titan Black,None reported,No,29798
Lexus,2023,1185,Gasoline,Automatic,Black,Black,None reported,Yes,120990
INFINITI,2015,143250,Gasoline,Other,Silver,Black,None reported,Yes,11500
BMW,2006,46508,Gasoline,Other,Green,Beige,At least 1 accident or damage reported,Yes,11500
BMW,2015,18651,Gasoline,Other,Red,Black,None reported,Yes,59549
BMW,2019,36438,Gasoline,Automatic,Alpine White,Oyster W/Contrast,None reported,No,39998
Kia,2014,46628,Gasoline,Automatic,Snow White Pearl,Beige,None reported,No,15363
Rivian,2023,5700,Electric,Automatic,Gray,White,None reported,Yes,95000
BMW,2015,57550,Gasoline,Manual,Black,White,None reported,Yes,29995
Cadillac,2017,48600,Gasoline,Other,Black,Black,None reported,Yes,60999
Ford,2020,119000,Gasoline,Automatic,White,Black,None reported,Yes,18000
Land,2020,36500,Gasoline,Other,White,Red,None reported,Yes,72000
Lexus,2010,121250,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,13250
BMW,2023,2437,Hybrid,Other,Gray,Black,None reported,Yes,78350
Volvo,2018,110380,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,22000
Hyundai,2008,149000,Gasoline,Automatic,Black,Gray,None reported,Yes,3850
Dodge,2021,14684,Gasoline,Automatic,DB Black Clearcoat,Black,None reported,No,37995
Mercedes-Benz,2017,39000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,39000
GMC,2019,65212,Gasoline,Automatic,Summit White,Jet Black,None reported,Yes,42995
Audi,2020,41856,Gasoline,Other,Gray,Black,None reported,Yes,91500
Rivian,2023,655,Electric,Automatic,Red,Silver,None reported,Yes,94500
Toyota,2019,54000,Hybrid,Variator,Gray,Gray,None reported,Yes,33000
Alfa,2019,26500,Gasoline,Automatic,Gray,Black,None reported,Yes,53900
Land,2020,38356,Gasoline,Automatic,Firenze Red Metallic,Ebony,None reported,No,36598
Alfa,2020,21487,Gasoline,Automatic,Anodized Blue Metallic,Ice,None reported,Yes,35345
Cadillac,2007,99000,Gasoline,Automatic,Black,Black,None reported,Yes,22999
Ford,2019,35597,E85 Flex Fuel,Automatic,Black,Black,None reported,No,47756
Nissan,2005,130307,Gasoline,Automatic,Blue,Black,None reported,Yes,9950
Subaru,2010,178000,Gasoline,Automatic,Blue,Black,None reported,Yes,7600
Honda,2003,160265,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,3000
McLaren,2020,8700,Gasoline,Other,Black,Black,None reported,Yes,185000
Maserati,2016,1000,Gasoline,Other,Gray,Red,None reported,Yes,36000
Jeep,2022,29800,Gasoline,Automatic,–,–,None reported,No,58900
Maserati,2017,49750,Gasoline,Other,White,Red,None reported,Yes,27995
Lexus,2002,121000,Gasoline,Automatic,Silver,Black,None reported,Yes,6348
Lincoln,2005,140000,Gasoline,Automatic,Black,Beige,None reported,Yes,2000
Ford,2018,66770,E85 Flex Fuel,Automatic,Red,–,None reported,No,21500
Cadillac,2016,61549,Gasoline,Automatic,Red,Ebony,At least 1 accident or damage reported,No,19998
Lincoln,2016,38100,Gasoline,Automatic,Silver,Beige,None reported,Yes,21000
Toyota,2010,138071,Gasoline,Manual,Red,Gray,None reported,Yes,5000
Mercedes-Benz,2019,40000,Gasoline,Other,Black,Black,At least 1 accident or damage reported,Yes,72000
Mercedes-Benz,2022,41545,Hybrid,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,No,71998
Mercedes-Benz,2019,47850,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,127899
Hyundai,2014,128000,Gasoline,Manual,Blue,Red,None reported,Yes,11000
Toyota,2019,48156,Gasoline,Automatic,Midnight Black Metallic,Sand Beige,None reported,No,40368
Mercedes-Benz,2021,4700,Hybrid,Automatic,Black,Black,None reported,Yes,99900
Audi,2017,39071,Gasoline,Automatic,White,Black,None reported,No,67900
Mazda,1999,96680,Gasoline,Manual,Green,Beige,At least 1 accident or damage reported,Yes,12900
Mercedes-Benz,2017,53500,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,33999
Chevrolet,2007,11025,Gasoline,Manual,Orange,Black,None reported,Yes,47500
Ford,2021,44000,Diesel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,73000
Volkswagen,2022,11000,Gasoline,Automatic,Blue,White,None reported,Yes,27900
BMW,2012,103000,Gasoline,Automatic,Black,Black,None reported,Yes,16000
BMW,2024,456,Gasoline,Other,Black,Black,None reported,Yes,128995
Lexus,2018,64000,Gasoline,Automatic,Red,Brown,None reported,Yes,37300
Audi,2017,108000,Gasoline,Automatic,Gray,Brown,None reported,Yes,25999
Alfa,2018,37045,Gasoline,Other,White,Red,At least 1 accident or damage reported,Yes,26600
Land,2023,5433,Hybrid,Automatic,Santorin Black,Black,None reported,No,95998
BMW,2019,28744,Gasoline,Automatic,Black,Black,None reported,No,50998
BMW,2015,65800,Gasoline,Other,White,Red,None reported,Yes,44950
Rolls-Royce,2021,850,Gasoline,Automatic,White,White,None reported,Yes,314900
Audi,2019,33012,Electric,Automatic,Blue,Beige,None reported,Yes,38000
Lexus,2011,107818,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,11400
Land,2016,79500,Gasoline,Automatic,White,Black,None reported,Yes,19000
Ferrari,2015,20000,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,124990
Lexus,2018,37000,Gasoline,Automatic,Black,Red,None reported,Yes,63997
Kia,2022,11945,Electric,Automatic,Glacier,Black,None reported,No,38998
GMC,2005,131800,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,5800
Lexus,2008,146000,Gasoline,Automatic,Red,Beige,None reported,Yes,8995
Nissan,2010,29000,Gasoline,Manual,Silver,–,None reported,Yes,29000
Dodge,2004,141209,Gasoline,Automatic,Black,Black,None reported,Yes,5700
Ford,2016,85253,Gasoline,Automatic,White,Beige,None reported,Yes,19995
INFINITI,2015,87009,Gasoline,Automatic,Gray,Black,None reported,Yes,17800
BMW,2023,4348,Gasoline,Automatic,Alpine White,Black,None reported,No,105900
Lincoln,2016,158000,Gasoline,Other,Red,Beige,None reported,Yes,19780
Volvo,2020,10500,Gasoline,Automatic,White,Black,None reported,Yes,36000
Audi,2018,45843,Gasoline,Automatic,Silver,Black,None reported,Yes,37000
Ford,2021,15198,Gasoline,Automatic,Blue,Navy Pier,None reported,Yes,31621
Volkswagen,2001,220000,Gasoline,Automatic,Silver,–,None reported,Yes,5500
Jaguar,2017,58000,Gasoline,Automatic,Black,Black,None reported,Yes,51500
Land,2020,30424,Hybrid,Automatic,Silver,Black,None reported,No,44998
RAM,2021,38012,Gasoline,Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,45277
Rivian,2023,2500,Electric,Automatic,Gray,Gray,None reported,Yes,91000
BMW,2021,11078,Gasoline,Automatic,BLACK,WHITE,None reported,No,91900
Lexus,2018,50000,Gasoline,Automatic,White,Black,None reported,Yes,65000
Land,2019,58000,Gasoline,Automatic,White,Black,None reported,Yes,38000
Acura,2023,3415,Gasoline,Other,White,Parchment.,None reported,No,54998
Lexus,2018,61000,Gasoline,Other,Black,Black,None reported,Yes,65000
Audi,2019,48500,Gasoline,Other,Gray,Black,At least 1 accident or damage reported,Yes,43500
Land,2018,65680,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,34900
RAM,2020,44362,Gasoline,Automatic,Bright White Clearcoat,Black,None reported,Yes,50658
Audi,2019,18603,Gasoline,Automatic,Brilliant Black,Black,None reported,No,42900
Audi,2020,35999,Hybrid,Automatic,Mythos Black Metallic,Sarder Brown,None reported,No,59598
Cadillac,2021,8044,Gasoline,Other,Black,Beige,None reported,Yes,93000
Mercedes-Benz,2016,9738,Gasoline,Automatic,Red,Black,None reported,Yes,85500
BMW,2009,112000,Gasoline,Other,Gray,Black,At least 1 accident or damage reported,Yes,28000
Honda,2009,167300,Gasoline,Automatic,Silver,Black,None reported,Yes,6250
Rolls-Royce,2022,115,Gasoline,Automatic,–,Grace White,None reported,Yes,449995
Cadillac,2015,71000,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,35999
Acura,2020,31015,Gasoline,Automatic,Silver,Ebony,None reported,Yes,36570
BMW,2022,33000,Gasoline,Other,Orange,Black,None reported,Yes,29999
Chrysler,2017,63000,–,Automatic,White,Beige,None reported,Yes,20000
Buick,2013,68325,E85 Flex Fuel,Other,Silver,Gray,None reported,Yes,11995
Mercedes-Benz,2020,20937,Gasoline,Automatic,Magnetite Black Metallic,Black,None reported,No,104900
RAM,2021,34365,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,48000
Mercedes-Benz,2018,32000,Gasoline,Other,Black,Black,None reported,Yes,44900
Land,2020,40237,Gasoline,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,No,36998
Volvo,2020,22500,Gasoline,Automatic,Black,White,None reported,Yes,50000
Ford,2020,58700,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,48999
Toyota,2006,264893,Hybrid,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,5000
Toyota,2005,209500,Gasoline,Automatic,Blue,Gray,None reported,Yes,8500
Ford,2023,195,Gasoline,Automatic,Blue,Gray,None reported,Yes,87500
Chevrolet,2016,120000,Diesel,Automatic,White,Gray,None reported,Yes,19500
Chevrolet,2022,14676,Electric,Automatic,Black,Blue,None reported,Yes,33000
Jeep,2021,33704,Hybrid,Automatic,Bright White Clearcoat,Black,None reported,No,42998
BMW,2023,2950,Hybrid,Automatic,Black,Brown,None reported,Yes,87000
Mercedes-Benz,2021,17994,Gasoline,Automatic,–,–,None reported,Yes,87500
Toyota,2020,44101,Gasoline,Automatic,Gray,Black,None reported,Yes,45423
BMW,2021,25918,Gasoline,Other,Gray,Black,None reported,Yes,32000
BMW,2008,87000,Gasoline,Automatic,White,Beige,None reported,Yes,15300
Mazda,2018,28333,Gasoline,Other,Blue,Black,None reported,Yes,20500
Audi,2018,29294,Gasoline,Automatic,White,Beige,None reported,Yes,39999
Saturn,2008,37000,Gasoline,Automatic,Blue,Black,None reported,Yes,14995
BMW,2005,138000,Gasoline,Automatic,White,Beige,None reported,Yes,9950
Volvo,2020,44487,Plug-In Hybrid,Automatic,Blue,Brown,None reported,Yes,65000
Acura,2021,16878,Gasoline,Automatic,Red,Ebony,None reported,Yes,38781
Acura,2022,30177,Gasoline,Other,Majestic Black Pearl,Espresso,None reported,No,46598
Chevrolet,2021,53000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,67100
Tesla,2021,61308,Electric,Automatic,White,White,None reported,Yes,42000
Mercedes-Benz,2013,99200,Gasoline,Automatic,Silver,Black,None reported,No,11495
Chevrolet,2022,32117,Gasoline,Automatic,Northsky Blue Metallic,Jet Black,None reported,No,33299
BMW,2013,79341,Gasoline,Automatic,Gold,Brown,None reported,Yes,16800
Land,2007,220000,Gasoline,Automatic,White,Beige,None reported,Yes,5750
BMW,2021,16900,Gasoline,Automatic,Blue,White,None reported,Yes,43000
Porsche,2007,75137,Gasoline,Manual,Black,Gray,At least 1 accident or damage reported,Yes,24999
Ford,2021,37594,Gasoline,Automatic,Black,Mesa,None reported,Yes,62595
Rivian,2023,250,Electric,Automatic,Red,Black,None reported,No,94000
Mercedes-Benz,2021,12771,Gasoline,Automatic,Black,–,None reported,No,42598
Ford,2012,6400,Gasoline,Manual,Silver,Black,None reported,Yes,48000
Tesla,2021,69548,Electric,Automatic,Black,Black,At least 1 accident or damage reported,Yes,36300
Nissan,2009,79893,Gasoline,Automatic,Silver,Black,None reported,Yes,15900
Toyota,2014,124838,Gasoline,Automatic,Black,Gray,None reported,Yes,33000
Nissan,2020,14353,Gasoline,Automatic,Black,Gray,None reported,Yes,63900
Ford,2022,22985,Gasoline,Automatic,White,Gray,None reported,Yes,33500
INFINITI,2014,161894,Gasoline,Automatic,White,Beige,None reported,Yes,18900
Aston,2008,25025,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,39000
Porsche,2017,16701,Gasoline,Other,Red,–,None reported,No,107998
Lotus,2017,19650,Gasoline,Manual,Silver,Red,None reported,Yes,69250
Land,2020,29500,Gasoline,Automatic,Red,White,None reported,Yes,45000
Nissan,2007,132272,Gasoline,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,6700
Dodge,2012,122000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,13500
Buick,2022,18185,Gasoline,Automatic,Summit White,Whisper Beige,None reported,No,31755
Nissan,2018,56450,Electric,Automatic,Black,Black,At least 1 accident or damage reported,Yes,13999
Nissan,2012,102000,Electric,Automatic,Silver,Gray,None reported,Yes,4200
Jeep,2022,18428,Gasoline,Automatic,Baltic Gray,Black,None reported,No,83998
Nissan,2023,535,Gasoline,Manual,Yellow,Black,None reported,Yes,65990
Land,2013,81648,Gasoline,Other,Fuji White,–,None reported,No,15900
Porsche,2003,138202,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,22550
Bentley,2004,69600,Gasoline,Automatic,Silver,Black,None reported,Yes,37900
Jaguar,2018,39900,Gasoline,Automatic,White,Black,None reported,Yes,53600
Cadillac,2021,36500,Gasoline,Other,White,Black,None reported,Yes,85000
Audi,2018,42650,Gasoline,Other,Gray,Black,None reported,Yes,31990
Jeep,2020,68816,Gasoline,Automatic,Black Clearcoat,Black,None reported,Yes,35297
Audi,2016,91188,Gasoline,Automatic,Black,Black,None reported,Yes,29995
GMC,2015,116210,E85 Flex Fuel,Other,Black,Beige,None reported,Yes,31900
Tesla,2022,3077,Electric,Automatic,Silver,Black,None reported,No,44998
Mazda,2024,3880,Gasoline,Automatic,Machine Gray Metallic,Black,None reported,Yes,52991
Ford,2017,67482,Plug-In Hybrid,Variator,Gray,Black,At least 1 accident or damage reported,Yes,11499
Cadillac,2018,67726,Gasoline,Automatic,Black,Black,None reported,Yes,52000
Audi,2008,207000,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,10500
Hyundai,2021,35550,Gasoline,Automatic,Twilight Black,Black,At least 1 accident or damage reported,Yes,25987
Mercedes-Benz,2016,44000,Gasoline,Automatic,Black,Black,None reported,Yes,46599
Mercedes-Benz,2015,11249,Gasoline,Automatic,White,Beige,None reported,Yes,54500
Acura,2014,111650,Gasoline,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,17500
RAM,2019,18526,Diesel,Automatic,Pearl White,Black,None reported,No,67999
Audi,2012,103272,Gasoline,Automatic,Black,Brown,None reported,Yes,15500
